baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
GRIN3A	65.0280360079238	-0.110623706594053	0.0907201827468626	-1.21939466218589	0.222694434919648	0.30279134780113
GAL3ST2	45.0714186404153	-0.268974795971218	0.22064910151775	-1.21901604910718	0.222838101124039	0.302967565986135
C6orf132	2834.67277504635	-0.0878244005710925	0.0720804215059064	-1.21842240564445	0.22306349496695	0.303254870673817
LINC00535	5.41724153219978	-0.198239868544008	0.162743686825117	-1.21811095970215	0.223181809614164	0.303396574099417
UNC50	1826.83160798458	0.041900247833193	0.0344228116571744	1.21722328351584	0.223519273694196	0.303831519922291
TMEM203	2515.83283910459	0.0558381139114557	0.0458744128560152	1.2171951734121	0.223529966151518	0.303831519922291
OSMR	4294.57985059519	-0.126129009650697	0.10363399496018	-1.21706212038974	0.22358058152173	0.303881146192931
DNAH12	51.3581611715974	0.186943912966692	0.15363781307294	1.21678322040382	0.223686705869654	0.304006206867009
MITD1	786.066204951332	0.0600848877449419	0.0493886016794723	1.21657398067043	0.223766347415071	0.304064780345452
ZXDA	467.908177465079	-0.0654301569657714	0.0537826055695029	-1.21656725762787	0.223768906698801	0.304064780345452
ZNF699	97.0138387874341	-0.144130812366072	0.118475508770799	-1.21654520720317	0.223777300856707	0.304064780345452
ZMIZ2	7253.97568841292	-0.068652993148321	0.0564338428664489	-1.21652167673197	0.223786258687221	0.304064780345452
VTRNA2-1	0.306172029187345	0.774958056443623	0.637256045953654	1.21608584393091	0.223952222524756	0.304271090500936
TMEM64	1825.36976924935	-0.178781447159632	0.14702627549471	-1.21598297010566	0.223991409406748	0.304305140891599
PIWIL3	1.15246267626749	-0.329634133582203	0.271128993500735	-1.21578341484645	0.224067438332191	0.304389235855269
METTL18	791.814631088174	0.0740370137983685	0.0609035906182152	1.21564283890062	0.224121007695613	0.304442811462439
WRAP53	655.229797692418	0.0791862247449718	0.0651417393821046	1.21559886942051	0.224137765052456	0.304446378556845
MARK4	2657.28847576254	-0.0654579186199386	0.0538499946252563	-1.21556035567807	0.224152443890596	0.304447122127033
CES4A	315.054946674995	0.152087253094219	0.125167225244356	1.21507249839013	0.224338441638113	0.304680538779014
SLC17A4	1.00689703983567	0.436626609171348	0.359375988606514	1.21495765720012	0.224382241385303	0.304720814952406
LOC100131208	3.35876190736498	-0.221547294635612	0.182418584364166	-1.21449958296646	0.224557008985855	0.304938934862355
GNB3	126.831818547925	0.133805130572878	0.110187766617263	1.2143374412665	0.224618893695405	0.305003746739809
KCNK1	1838.78499975309	0.206657203320951	0.170235400861717	1.21394963841169	0.224766956048095	0.305174845125532
TFDP2	3086.47878582072	-0.0623154847419954	0.051333536380119	-1.213933212794	0.224773228854991	0.305174845125532
EMD	3859.90606425747	-0.0638825181631569	0.0526371130207961	-1.21364023399076	0.224885136038228	0.305307541168793
FKBPL	605.114552048027	-0.090713574743626	0.0747490597755489	-1.21357479299424	0.22491013754188	0.305322243427994
ZNF426	400.315384288354	-0.121226933546207	0.0999679574129682	-1.21265790242585	0.225260641204433	0.305778794915778
PLXNB2	21493.7082539281	0.0720712100056208	0.0594416868349356	1.2124691246693	0.225332854483008	0.305857548952995
RAG1	74.9852561812335	-0.127391328320898	0.10507863708064	-1.21234279259955	0.225381189604902	0.305903883881309
C21orf90	7.39126074600099	-0.245217202340819	0.20227500863442	-1.21229609132787	0.225399059560202	0.305908866017701
EFNB1	1643.41416952099	0.0896137104934352	0.0739420246086808	1.21194558801565	0.225533209796887	0.30607165177097
CRTAM	102.009652173928	0.173578715257642	0.143248386526877	1.21173242830958	0.225614821562328	0.306133412987098
SHC1	9770.86836526175	-0.0530985506265121	0.0438209075191985	-1.21171727452812	0.225620624244137	0.306133412987098
LINC00307	0.438200207343799	0.519550973375403	0.428773110061849	1.21171538322555	0.225621348468676	0.306133412987098
TNFAIP2	6145.18151568296	-0.123122381490466	0.101670033926352	-1.21099970891772	0.225895516258684	0.306486113878524
POTEM	58.428440687284	0.0890944935143124	0.0735763055338548	1.21091284575735	0.225928808857207	0.306511980983607
HCG25	27.220553282388	-0.106445968734698	0.0879170414052444	-1.21075467319296	0.225989441661286	0.306574934270558
PLEK	1788.48100567584	-0.148419692695646	0.12258907831783	-1.21070893698088	0.22600697603675	0.306579416429652
VPS37B	2751.15023795501	-0.0854487178150868	0.0706013849522957	-1.21029803980224	0.226164549583458	0.306773849790721
ANKRD34A	86.4203735960902	0.134792625027851	0.111393326744023	1.21006014424543	0.226255815159248	0.306878322953339
C17orf58	2028.3249881407	-0.127896053681772	0.105757403580342	-1.20933428159109	0.226534445455381	0.307236895995639
CSNK1A1L	79.4731888539904	-0.0971090272265194	0.0803026174213973	-1.20928844345046	0.226552049138902	0.307241429349647
POLE	3252.63910920089	-0.0751659364662244	0.0621615629902733	-1.20920280717501	0.226584939516092	0.307266692071171
OPRD1	8.34006429183623	0.307599762313809	0.254390186513404	1.20916520613346	0.226599382047411	0.307266936482215
RIMBP2	27.6074299961535	0.203477994150382	0.168308336012553	1.20895969249679	0.226678331281166	0.307354645926203
ZNF680	1221.30314162132	-0.094895221086907	0.0785162809189638	-1.20860565447372	0.226814383012527	0.307519765111509
GSR	4712.58023746392	0.109701588791235	0.0907739213512617	1.20851437459367	0.226849470001762	0.307547981984643
BTBD7	2483.67519004947	-0.0743423658777105	0.0615196268776452	-1.20843330252259	0.226880636466345	0.307570880444937
SLC4A2	6838.63147209131	0.0682849889854588	0.0565330134495183	1.20787810199494	0.227094153777565	0.307830910733918
ZNF354C	156.506727710704	-0.164839904044604	0.136475286243758	-1.20783702735882	0.227109955824811	0.307830910733918
GABPA	1915.79689666201	-0.0585140944351936	0.0484459143343124	-1.20782310003282	0.227115314060324	0.307830910733918
CISD3	2584.15437236405	0.133415363370021	0.110487896624046	1.2075111161179	0.227235366705814	0.307974253919858
FLJ42351	19.410904268974	-0.137277681877863	0.113692065928707	-1.20745173162695	0.227258223217454	0.307985856513609
CIDEB	2258.68489615073	-0.0590171502537598	0.0488803910570822	-1.20737884819374	0.227286277580517	0.308004501458967
CDC42BPG	1891.84675853926	-0.0957514699546465	0.0793337290414518	-1.20694528180588	0.227453217411454	0.30821134133671
PLDN	3221.10914205959	-0.0534464190125877	0.0442905681648348	-1.20672236160254	0.227539084325503	0.30830830394394
PMEPA1	9343.55852766265	-0.104310086869425	0.0864808696826865	-1.20616371287843	0.227754372424686	0.308580604963049
SCARNA8	2.15950945676088	0.203081788843278	0.168379527522787	1.2060954905328	0.227780673412531	0.308596832348105
SFTA2	5.93011255756586	-0.308106296219112	0.255473279774408	-1.20602161013152	0.22780915812734	0.308616016015557
FAM100B	2239.42455340173	-0.0962517480880364	0.0798153285672619	-1.20593061277601	0.227844245801406	0.308644141822529
TPD52L3	0.474723913361692	-0.423070971356976	0.350869602228655	-1.20577835375225	0.227902963976431	0.308695764438122
SARNP	2613.60958515184	-0.0602253579027804	0.0499481516562033	-1.20575748863173	0.227911011379166	0.308695764438122
FGF16	10.5825683813029	0.256470476092595	0.212737323057827	1.20557348567783	0.227981987665489	0.308772486469183
IL7R	546.836769128613	0.221344895381003	0.183754511314275	1.2045684962936	0.228369924635193	0.309278454635441
LGR6	552.599672728149	-0.23379627736101	0.194101354773295	-1.20450615934174	0.228394002860991	0.309288785284018
DYNLRB1	6581.08826464209	-0.0836771960020033	0.0694719580154346	-1.20447441517933	0.228406265032897	0.309288785284018
LOC100505681	72.8944839454829	-0.0863315383747104	0.0716791079790824	-1.20441703041148	0.228428432877495	0.309299362573864
MINOS1	2203.00921868046	-0.0765963821718957	0.0636063792454218	-1.2042248447495	0.228502685721645	0.309376141709241
BMPR1B	10064.4249945299	-0.31944170913613	0.265273864703106	-1.20419593348801	0.228513857362567	0.309376141709241
MFSD12	3244.43794115895	-0.0858109260557679	0.0712842925267445	-1.20378449464969	0.228672884173585	0.309571987975099
OR2C3	0.935362395205183	-0.287624127844187	0.23896434093942	-1.20362781624018	0.228733463261588	0.309634541784961
ITGA2B	68.0015509167634	0.170025266695625	0.141309508915559	1.20321178666912	0.228894374899798	0.309832898519807
ACHE	102.912726108137	-0.186260889397804	0.154812565947484	-1.20313805444571	0.228922901404092	0.309852044220001
SEPT10	2759.27376341013	-0.0777884646859379	0.0646660017001192	-1.20292677204124	0.229004659170152	0.309928857438548
LINC00469	1.17002858303735	-0.385914872114481	0.320815864916483	-1.20291704468838	0.229008423763658	0.309928857438548
CLEC18A	11.1640029220875	-0.180789859892222	0.150302202627773	-1.20284238508435	0.229037319325474	0.309948492936433
PTPRG	1737.73760690231	-0.129872713898351	0.107976717455265	-1.20278442389359	0.229059753877381	0.309959383049702
ITPR1	5161.84745389389	0.141020677972512	0.117273042295011	1.2024986749961	0.229170379169618	0.310089602363412
ZNF407	1055.48798235432	0.0765279422936554	0.063658170647267	1.20216998879375	0.229297674297219	0.310242359797732
RGS17	27.3165366836268	-0.104451866277807	0.0868920991359442	-1.20208704032331	0.22932980691812	0.31025876025856
CDRT15P1	20.938007658529	0.148172448767475	0.123264989123011	1.2020643478872	0.229338598083808	0.31025876025856
GPR112	3.15112822371401	-0.273045349217526	0.227163512998084	-1.20197713802669	0.229372385861086	0.310284985620447
ATP1A4	204.777647112504	0.244271794952118	0.203248759261258	1.20183658606314	0.229426847460909	0.310339172581015
TATDN3	999.5850653165	0.0633364217821227	0.0527076026749921	1.20165628045484	0.229496726423397	0.310414206056358
SLIT2-IT1	0.346690463548113	0.455887759812631	0.379406324940547	1.20158186578484	0.229525570871921	0.310422846585066
MIR663A	15.481711950554	0.26092305146996	0.2171525906302	1.20156545548332	0.229531932143525	0.310422846585066
HIF1AN	3848.40057713698	-0.0532823036364228	0.044357115263585	-1.20121210136866	0.229668936381982	0.310588636332522
C17orf99	2.8387451250535	-0.235276709258855	0.195881496533853	-1.20111758089511	0.229705594196366	0.310618712111883
LOC643542	0.827818673192854	-0.329892260344843	0.274884004404429	-1.2001144303016	0.230094901956973	0.311125624035714
ADAMTS2	5478.57510255716	-0.135945774179707	0.113282912010127	-1.20005543437614	0.230117811993859	0.31113707428114
YBEY	584.834807225059	0.0934889383557248	0.0779948500560865	1.19865527388663	0.2306620160038	0.311853308615366
HAUS5	1240.9431868892	0.0824118075055578	0.0687710487886229	1.19835030811965	0.230780669056352	0.311994147474275
PFKFB3	7409.25741043842	0.121704911846715	0.101573317399959	1.19819766610049	0.23084007378378	0.312054875421833
YIPF7	1.80747088736378	0.214999168620869	0.179457387347545	1.1980513691782	0.230897019344632	0.312112271599997
KIAA0247	6812.71870067242	0.0703043665083021	0.0587508361585401	1.19665303687908	0.2314418190011	0.312829070114794
BTN3A2	2989.07906661139	-0.112458006997197	0.0939895013752687	-1.19649541014362	0.231503288648567	0.312890095015488
CTSL1P2	3.31958868670372	-0.195733666462324	0.163593610560201	-1.19646278233033	0.231516013954785	0.312890095015488
UBE2I	7720.92600559909	-0.056164804423731	0.0469474890593255	-1.19633244608158	0.231566851881356	0.312939170551495
LAMA5	9362.44586704383	0.103366342171448	0.0864075544892738	1.19626510416145	0.231593121844349	0.31295504089661
AUTS2	5284.46142437266	0.097557271825658	0.0815610715492904	1.19612543058241	0.231647615005527	0.313009045263363
FAM20C	3187.94933784092	0.118204155149722	0.0988409594821852	1.19590254656549	0.23173459128663	0.313106932247046
PHF21A	2583.86963582844	-0.0447686986380453	0.0374364720410762	-1.19585784122297	0.231752039494498	0.313110870366829
ANGPTL3	3.99181138295656	0.189643929574931	0.158593520172424	1.195786116411	0.231780035176533	0.313129057367732
ARID4A	1561.35458095807	0.0696304630923407	0.0582402030466149	1.1955738381717	0.231862905847195	0.313209392943283
COPS8	3260.21714108923	-0.0485160351963418	0.0405801992352424	-1.19555931490369	0.231868576311382	0.313209392943283
AKR7A2P1	1244.9382791599	-0.126125325294289	0.105529453870327	-1.1951670426464	0.232021772322234	0.313396681060201
SEC14L3	1.10387170999176	-0.273340570073472	0.228714216111108	-1.19511840899599	0.232040770465782	0.31340269318004
BTD	1569.06327406117	0.0799030728769284	0.0668644846885889	1.19500020450415	0.232086950215332	0.313445414709072
C13orf35	0.913059296107158	-0.279139797600213	0.233636938276226	-1.19475884104503	0.232181265573179	0.313553136432557
DCTN4	5585.5307114732	-0.0673528456981356	0.0563799516109258	-1.19462404230023	0.232233951465095	0.313593009348778
SERPIND1	7.07345960015053	0.230106970247732	0.19262118857687	1.1946088171702	0.232239902718147	0.313593009348778
GCG	0.312444054366167	0.879159841045771	0.736341888980078	1.19395603347178	0.232495166954787	0.31391801685096
LIPI	7.71386247169888	-0.18141960561674	0.152000403966879	-1.19354686489038	0.232655269519559	0.314114503135263
HES6	566.325287566648	-0.172583428842816	0.144691967039377	-1.19276441100458	0.232961651755281	0.314508448766498
COMMD5	1941.6062897408	-0.0864635878282441	0.0725036449785169	-1.19254125573774	0.233049084166421	0.314606771682523
LOC100505989	85.30940793575	0.296403942968747	0.248591054696738	1.19233551396424	0.233129714574762	0.314695900425982
MYPN	9.52133060001024	-0.317771775290686	0.266543944758523	-1.1921928130034	0.233185650843684	0.314751686095879
CSF2RB	1093.9655381059	0.144019150355119	0.120833643720944	1.19187956201768	0.233308473101691	0.314897741166697
FAM75D5	0.451141488437417	-0.44226712742576	0.371151367582757	-1.19160850815711	0.233414787345712	0.315021498375996
PDE4DIP	5822.08814769905	-0.0926789947503033	0.0777867680948889	-1.19144935597849	0.233477226895954	0.315086029581961
PRKCH	2239.81711473706	0.084159376343417	0.0706435061836766	1.19132501895643	0.233526015791221	0.315132131801195
OTOS	3.0220587005441	-0.288690123021308	0.242364030204425	-1.19114260799265	0.233597605535905	0.315208994968404
CSMD1	76.6865673117511	-0.252801727864258	0.212253307201651	-1.19103787449627	0.233638716697655	0.315244724277214
SEMA6D	536.214695876835	0.164904396604139	0.138504949432544	1.19060291548968	0.233809506544178	0.315455411384504
ERAP2	2528.47541150874	0.186382730098502	0.156601939695637	1.19016871988141	0.233980084872696	0.3156657867429
APOL2	2679.47191958789	-0.0868973496416709	0.0730366436640992	-1.18977742243083	0.234133885741951	0.315853502468666
SLC10A2	0.367539207924014	-0.441575172063256	0.371160989315749	-1.18971331787136	0.234159089096849	0.315867723718146
PON2	4322.80693635036	-0.0724982912012414	0.0609477576927163	-1.18951531517796	0.234236947993458	0.315952968167485
NMUR1	42.1252960411776	0.168501703463482	0.141671121666558	1.18938638645124	0.234287655387041	0.316001580645991
KIAA1432	2080.88423076125	-0.0707754943697584	0.0595174571145249	-1.18915521262225	0.234378595033882	0.316104447941027
ITPRIPL2	6766.78730102078	-0.102816261257475	0.0864859188696794	-1.18882082310304	0.234510182126624	0.31626211979568
HBE1	2.42536781211516	0.263346325282309	0.221564024296401	1.18857890453377	0.234605413186155	0.316370744972617
ZNF511	1068.11516960536	-0.0799768483640692	0.067315864197047	-1.18808321512387	0.234800626492336	0.316614176450578
MIR4685	1.24930126688948	0.224361306058061	0.18887500115498	1.18788248675621	0.234879710415755	0.316700993941483
SLC5A8	319.562958000233	-0.422607262991062	0.355777260300957	-1.18784225454312	0.234895563564461	0.316702548434367
HMGCLL1	83.133371658839	0.235551423226614	0.19835480064645	1.18752569869213	0.235020326038926	0.31684177314127
HOXC6	746.325387281071	0.0956909159141402	0.0805814421634017	1.18750562592439	0.235028238793661	0.31684177314127
ZNF687	3891.77587287097	0.0663356164250469	0.0558799922188863	1.18710854799702	0.235184807063318	0.317033004841204
PSTK	200.283296667212	-0.0773801036971725	0.0651942774562357	-1.18691558088234	0.235260920865052	0.317112292445661
PNOC	53.2489794696811	-0.225518647414442	0.190008876504877	-1.1868848001354	0.235273063611745	0.317112292445661
SCARNA7	3.95055181048048	-0.170507055468709	0.143714273796637	-1.18643090184615	0.235452174188732	0.317333853032345
ATF5	3060.64582491266	-0.0821879021863908	0.0692789834388391	-1.18633239269378	0.235491059143246	0.31736640674228
C8orf44-SGK3	2.44188473842113	-0.173575944046169	0.146319538455352	-1.1862800134456	0.235511736886765	0.317374420434632
GRM5	8.05162326222411	-0.146995174608796	0.123919189409424	-1.18621801279808	0.235536214528425	0.317387553527671
FAM13A	1102.78481202363	0.106427529890113	0.0897304173288258	1.18608085260652	0.235590371295438	0.317440675413654
EFNB3	386.924249807987	0.160562957783896	0.13538573349419	1.18596659810383	0.23563549063406	0.317481614147604
PAPPA	306.729512596877	-0.147287148781041	0.12420271399845	-1.18586095294889	0.23567721556396	0.317517974617594
LOC100509894	11.3118531255573	0.17958704196417	0.151451479934159	1.18577277714449	0.235712044914153	0.317531228553098
MIAT	668.830050464778	0.156339977302226	0.131847751578441	1.18576142126484	0.235716530739403	0.317531228553098
DTWD2	733.527391966714	0.0933159463497973	0.0787184394347714	1.18543948558739	0.235843727628988	0.317682710268783
GABARAPL3	280.172042585678	-0.0911946495386967	0.0769370979902513	-1.18531439215776	0.235893165181076	0.317729437365496
TM2D3	1879.93329079055	-0.0474606037295989	0.0400589494528263	-1.18476905605048	0.236108770395334	0.317999959327149
CEP290	1518.14938437376	-0.0856611839518221	0.0723320472814277	-1.18427705521086	0.236303408437522	0.318242209875475
SLC46A1	997.268746467143	0.102661981784001	0.0867087017437421	1.18398707072569	0.236418180913588	0.318359604306542
TSPAN10	179.611382571166	0.167417460020847	0.141402014309426	1.18398214366658	0.236420131326605	0.318359604306542
PQBP1	3154.95047315866	-0.0907147932360546	0.0766242674621071	-1.18389116451803	0.236456148144407	0.318388203476444
TEX26	1.32398784342426	-0.270115728693332	0.228191511421406	-1.18372382482933	0.236522404696942	0.318457514329787
AGL	4424.33905780825	-0.150076977339961	0.126816467045115	-1.18341869030756	0.236643253586969	0.318600315915364
ADAMTS4	2130.29246877485	-0.135286929050564	0.114358273353345	-1.18300954608289	0.236805364142958	0.318798648071979
KAT6A	5931.59411723752	-0.114727881388989	0.0969956411637909	-1.18281481530964	0.236882547664981	0.318877461465344
C1orf51	617.635910306302	-0.149950177204974	0.126776973884079	-1.18278716245494	0.236893509596771	0.318877461465344
RNF216	3484.66970359986	-0.0407810055064605	0.0344883715626867	-1.18245668492455	0.23702454270322	0.319033909033998
TRABD	2713.34366337865	0.095420805470072	0.0807154724956077	1.18218728726719	0.237131395758698	0.319157792854713
CBLN3	259.71106735839	0.0977090969841174	0.0826813497330843	1.18175498222448	0.237302935029591	0.319368717658516
MIR10A	1.85542820290062	0.335423485697531	0.283975576459687	1.18117019033553	0.237535120796377	0.319647105485795
EPM2A	403.193046897712	-0.0674367056444714	0.0570939206701585	-1.18115387510458	0.237541600895837	0.319647105485795
ZNF597	188.603886142143	-0.095196066525141	0.0805980026076278	-1.18112190681177	0.23755429845586	0.319647105485795
PPIL3	851.019408677289	0.0628605797587144	0.0532267314103715	1.18099642967116	0.23760414164518	0.319694206070681
CHPF2	4566.39775118266	0.0637581371323339	0.0539891520520639	1.1809434804764	0.237625176829811	0.319702542285734
USP53	2528.98926482786	0.102946364965408	0.0871785265823675	1.18086837437133	0.237655016570664	0.319722722430273
MIR4278	0.231325162275462	-0.556575960254876	0.471426674959646	-1.18062042268295	0.237753546849797	0.319835305234594
RAD17	1518.44652480928	0.0527068849569733	0.0446509949585081	1.1804190479059	0.237833589767305	0.319923005616061
USP30	1278.45412286839	0.0623830903165902	0.0528522568781336	1.180329734271	0.237869096451238	0.319936227568542
SORCS3	15.4401812754788	-0.304573819801508	0.2580435130125	-1.18031961449368	0.237873119810291	0.319936227568542
DOCK9	4200.99969779339	0.0908219187459107	0.0769607909097121	1.18010635899597	0.237957915801454	0.320030297648201
TMCO2	0.850001696710661	0.269982972512315	0.228799025264096	1.18000053628149	0.238000001617249	0.320064968644094
LOC285692	1.52968608983526	0.294343858217841	0.249450959902125	1.17996682928513	0.238013408032261	0.320064968644094
RBM14-RBM4	13.9795204095792	-0.14507583202959	0.12298180737137	-1.17965278873731	0.238138338230469	0.320212979580404
ADRA1B	73.006076084109	-0.172609830257595	0.146371720570864	-1.17925668690919	0.238295979693092	0.320404954534605
HAS2-AS1	27.2563268484336	0.14395097758624	0.122081070246017	1.179142493559	0.238341440286728	0.3204337460739
MIR3687	0.972645879961487	0.418457433663189	0.354887145891239	1.17912817781073	0.23834713984563	0.3204337460739
ELMO3	1926.02015549087	-0.112483190012508	0.0954061520583045	-1.17899304799305	0.238400944103796	0.320486081353562
CARD6	541.016207713565	-0.114398941991217	0.097047659976994	-1.1787913486872	0.238481270094918	0.320574061454103
FAM24B-CUZD1	0.822589087425699	-0.29840502554013	0.25323456082286	-1.1783740124985	0.238647533313653	0.320777542906748
ROR2	1501.72127767825	0.123484175572188	0.104884989185163	1.17732934456607	0.239064078823322	0.321317394358329
SREK1IP1	1583.14140323309	0.0619094664677938	0.0525991991998506	1.17700397362646	0.239193920243563	0.321470140798932
SPATC1	23.1693541747884	0.139775297794012	0.11875861201065	1.17696978288596	0.239207567171727	0.321470140798932
LOC285972	38.6679130179463	0.187608356805574	0.159444785450288	1.17663526139001	0.239341117407038	0.321629555477622
C21orf7	255.16908507193	0.0885312541920447	0.0752479844400964	1.17652658540672	0.239384515180528	0.321667809832801
PCDHA12	84.9147763768863	0.268481501498813	0.228212719403785	1.17645283838794	0.239413967869064	0.32168732217607
SPTLC3	843.56606573747	-0.134691890340837	0.114493524473987	-1.17641491918121	0.239429112833095	0.321687608785544
PSD	232.368460668323	0.153327104381606	0.130338425983944	1.1763768299649	0.239444326379261	0.321687987497804
WNT5A	1948.69083172597	0.168362634881115	0.14315527574346	1.1760840388644	0.239561295388153	0.321825063780156
CBR4	1667.64978133628	-0.0764194547885141	0.0649846067824308	-1.17596240974985	0.239609897632277	0.321870285234429
LOC338588	0.34875191952511	-0.516146196223819	0.438959309893986	-1.17584064078394	0.23965856272428	0.321915585468664
KLC3	641.829315103111	-0.122280858680933	0.104044509619187	-1.17527449673696	0.239884914291901	0.322199538248424
NOBOX	0.534154809613399	-0.315781297366666	0.268730709659718	-1.175084521477	0.23996090256762	0.32228150894064
LPAR4	33.3327642894364	0.127705359600338	0.108742237524422	1.17438598384236	0.24024045678527	0.322636853321397
PSORS1C3	6.432733490324	-0.272140182147539	0.231747742818829	-1.17429485542082	0.240276943224888	0.322665739876394
ST5	3855.92400077468	0.0856294707667353	0.0729574350690158	1.17369080595737	0.240518894208255	0.322970522115597
SYCP2	2395.498802313	0.156671579704455	0.133502093123667	1.1735514855136	0.240574723126402	0.323025355876299
GLRB	658.434945173988	-0.181260764459391	0.154481616747515	-1.17334844284834	0.240656103356452	0.323114489013548
MSX2	832.039374481563	0.171708646843135	0.146394059833672	1.17292086194088	0.2408275427342	0.323324520512595
CECR1	3758.30962895479	-0.130442575002247	0.111232573321752	-1.17270122507126	0.240915639988454	0.323422641320492
C4orf3	7176.52775911432	-0.0506487752924115	0.0432352721327017	-1.17146886775584	0.241410364528931	0.324066601869979
MIR4446	0.627791584988496	0.415764124147733	0.354954221057244	1.17131759388398	0.24147114202026	0.324127992752927
HSD3B1	2.92627237735528	0.415619003109658	0.354857144139249	1.171229070554	0.241506713143757	0.324155543453311
STAG3L3	140.29994685964	0.0848058102938585	0.0724122011165073	1.17115360376093	0.241537040701812	0.32415856867271
MIR4436A	0.302928447513761	-0.547093749425399	0.467142904695591	-1.17114857985889	0.241539059733708	0.32415856867271
CD1E	167.647339621562	0.198398866920087	0.169470065607231	1.17070154076592	0.241718765691818	0.324368327706732
GJD2	0.251363004476352	-0.771456088108938	0.658978438718919	-1.17068487037099	0.241725468869829	0.324368327706732
CSHL1	0.227705115810075	-0.714079550954532	0.610101210346783	-1.17042801889976	0.241828765570696	0.324486729288432
CHGB	54.7303156698578	-0.293675745711291	0.251008539825689	-1.16998308469995	0.242007776084294	0.324706702868533
LOC100628307	1.11385134108245	0.242598171363503	0.207445950186637	1.16945243397251	0.242221394832233	0.324973080723977
ZNF664-FAM101A	4.2550328737009	0.174230907276816	0.149001027784277	1.1693268822888	0.24227195631405	0.325020675436198
KCNMB2	10.1396705113214	-0.205603882361763	0.175864079492053	-1.16910674968764	0.24236062482003	0.325119383631552
MECR	1206.86702406114	-0.0687576734710186	0.0588465972120563	-1.16842224917861	0.242636484633732	0.325469175328381
NSUN5	1649.04957158693	0.0838366941346903	0.0717553423153305	1.16836867373955	0.242658085326932	0.325477885087998
ZNF320	1553.60882313845	0.0627723191123781	0.0537293524315783	1.168305893735	0.242683398862794	0.325491573498104
CCDC51	947.017718477001	-0.0704077735138209	0.0602994395463809	-1.1676356205544	0.242953775562555	0.32583392310257
ZNF630	281.50565274428	-0.0876739769921486	0.0750893842614527	-1.16759483187234	0.242970235849558	0.325835714979326
UNK	2262.28302686274	0.0652889660958691	0.0559274019406506	1.16738778899747	0.243053800163716	0.325927491019986
MZB1	1456.89150248421	-0.211874967518617	0.181543394105886	-1.16707616138894	0.243179613873538	0.326075907219239
MSRB2	1894.69153141224	-0.0936845189421663	0.0803027715252324	-1.16664116521469	0.243355311821579	0.326291189811059
LOC442132	0.625572556561919	-0.276883761862452	0.237356330397347	-1.16653202970796	0.243399406398119	0.326305746750216
LOC100131193	220.833035768757	0.118009610660379	0.101163889470598	1.16651911346961	0.24340462538344	0.326305746750216
LOC100128420	25.3652218193189	0.191344882000941	0.16403794011263	1.16646723233394	0.243425589468442	0.326305746750216
MIR3648	7.49889700371363	0.267244116467821	0.229106115125919	1.16646435351994	0.243426752774298	0.326305746750216
UQCR10	3889.24112892193	-0.080863166199867	0.0693365686594712	-1.16624124561176	0.243516920789831	0.326406305076595
VRK3	2120.01582253407	0.0559337184845908	0.0479624459831561	1.16619820649335	0.243534317547626	0.32640931549372
ADORA1	1057.63059033503	0.182831870837601	0.156900667286118	1.16527146761075	0.243909124706569	0.326891333292586
PTGFRN	8524.72657307005	-0.077803833288217	0.0667736214130385	-1.16518816325611	0.243942835875695	0.326916176667452
ZNF844	752.79235047827	0.112069754180989	0.0962000387522364	1.16496579039459	0.244032840585174	0.32701645316707
PRR7	225.37801323295	-0.143436618204279	0.123139068014815	-1.16483436586528	0.244086045209544	0.32706740626909
AHNAK	95452.4802150063	0.104595652350469	0.0897983902639675	1.16478315527711	0.244106779009859	0.327074845885217
C5orf48	0.5847762265747	0.293038995833772	0.251700135728414	1.16423852925516	0.244327360073249	0.32735004013794
UPK3A	72.2171655794972	0.247042229153686	0.212322198009756	1.16352520588702	0.244616477522223	0.327717019572089
UGGT2	1409.30354060679	-0.0751444711037608	0.0645862530108429	-1.16347469625069	0.244636958708369	0.327724078995964
ABCD3	6365.73510561068	-0.0965848178398699	0.0830331270374385	-1.16320824333547	0.244745022801971	0.327848459320131
MIR4451	0.271374277811329	0.640984077748012	0.551117715625113	1.16306200939479	0.244804344471382	0.327895322249364
PAGE1	1.32829451909921	-0.242237371840505	0.208279708155776	-1.16303875200042	0.244813780061028	0.327895322249364
RALGAPA1	807.292282668381	0.0725736354894361	0.0624015868228756	1.16300945511904	0.244825666250616	0.327895322249364
HCAR3	76.5769189740173	0.135722598639902	0.116760312501928	1.16240352335183	0.245071592784125	0.328185499311942
NEUROG1	0.277223112353732	-0.369575500128256	0.317941605287609	-1.16240056029767	0.245072795809994	0.328185499311942
LOC100132352	133.001958584492	0.0621754026699999	0.0535000618646143	1.16215571539598	0.245172219296562	0.328279944309215
KIAA1324	25464.5182355791	0.140808027744074	0.12116147333643	1.16215182818957	0.245173797991796	0.328279944309215
ZBTB32	45.378063665186	-0.155047899205179	0.133418931500071	-1.16211318335357	0.245189493048824	0.328280556723875
OR10A6	0.303367680532394	0.458395861719157	0.394493073604528	1.16198709784874	0.245240705806249	0.32832872022681
RGPD4	80.5597400695026	-0.0866663794127431	0.0745919863133175	-1.16187252406322	0.245287249300483	0.328370626914162
FAM69A	888.133485735483	-0.08378392054241	0.0721209514956016	-1.16171402075193	0.24535164857246	0.328436430772031
